Date,PMID,Passage,Data
20181229,29104944,The Artifact Detection Toolbox (ART: http://www.nitrc.org/projects/artifact_detect/) was used to detect motion outliers in the functional image timeseries with frame-wise displacement >0.5 mm or changes in signal intensity greater than three standard deviations.,nitrc
20181229,29106275,Mplus output for all models can be found at: https://osf.io/82vw8/.,osf.io
20181229,29106275,"Parameters not reported in the tables (e.g., residual variances, covariances among between-person variables) are not depicted in diagrams, but full specification can be found online at: https://osf.io/82vw8/",osf.io
20190603,29111450,Brain images were adapted from the Allen Institute Human Brain atlas (http://atlas.brain-map.org/atlas?atlas=265297126).,brain-map.org
20181203,29123133,"In addition, AIP is abundantly expressed in the human brain (http://human.brain-map.org/) but little is known about its physiological roles in the nervous system.",brain-map.org
20190208,29126965,The data for the Philadelphia Neurodevelopmental Cohort are publicly available via the National Center for Biotechnology Information’s database of Genotypes and Phenotypes (http://www.ncbi.nlm.nih.gov/gap).,nih.gov/gap
20181110,29140977,All genbank files can be dowloaded from the following Open Science Framework link: https://osf.io/dy6p2/.,osf.io
20181110,29140977,"S1–S3 Movies), which is available via Github (https://github.com/SynBioUC/FluoPi; see folder “Hardware_control”).",github
20181110,29140977,"To facilitate this process, we have provided full documentation of assembly steps (http://docubricks.com/viewer.jsp?id=701517893260717056) and operational code (github.com/synbiouc/fluopi).",github
20181110,29140977,"For instance, a shorter top enclosure that enabled imaging at much closer distances to the sample (while maintaining the full petri dish imaging capabilities) can be developed (github.com/synbiouc/fluopi).",github
20181119,29149606,Codes that were used for data analysis were deposit into github.,github
20181119,29149606,All codes that were used for this project have been deposited at Github.,github
20181119,29149606,Custom developed codes that were used for data base analysis listed above were deposit at - https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment,github
20181119,29149606,Data analysis code reused from: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Cell%20Codes,github
20181119,29149606,Data analysis code comparing control and stress groups: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Control%20and%20Stress%20Group%20 Comparisons,github
20181119,29149606,Code for analyzing model of corticostriatal circuit: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Model,github
20181119,29149606,Code for analyzing orthodromic and antidromic stimulation experiments: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Orthodromic%20and%20Antridromic%20St imulation,github
20181119,29149606,Code for visualization algorithms: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Algorithm%20Visualization,github
20181119,29149606,Data analysis helper functions: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Helper%20Functions,github
20181119,29149606,Master script running all of the above code: https://github.com/timt51/Corticostriosomal-Circuit-Stress-Experiment/tree/master/Stress%20Paper%20Codes/Helper%20Functions,github
20181229,29151658,“Data used in the preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu).,loni.usc.edu
20181229,29151658,Data used in preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu).,loni.usc.edu
20181229,29151658,A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf.,loni.usc.edu
20190218,29155184,We note that the population template is publicly available on Figshare (https://figshare.com/articles/ANTs_ANTsR_Brain_Templates/915436).,figshare
20190218,29155184,"We have adapted and implemented the ComBat methodology to imaging data, and the software is available in R and Matlab (https://github.com/Jfortin1/ComBatHarmonization ) and in Python (https://github.com/ncullen93/neuroCombat).",github
20190208,29159960,"Our network analysis scripts, associated visualizations, and raw data are publicly available at https://github.com/shahpreya/MTLnet.",github
20181207,29167492,The software is available on Github and MATLAB file exchange.,github
20181117,29170377,http://mouse.brain-map.org/static/brainexplorer,brain-map.org
20181117,29170377,Computer code is available online (TSToolbox: https://github.com/peyrachelab) and on demand.,github
20190118,29170405,The Human Connectome Project’s MRI data is accessible at: http://www.humanconnectome.org/documentation/S500 .,humanconnectome.org
20190208,29179144,"To increase the reproducibility of our results, we have made all code available online (https://osf.io/2bj8q/).",osf.io
20181114,29180631,"We used the following parameters: 410 genes, perplexity 20, PCA components 20, epsilon 100, distance correlation number of iterations 1000 (Matlab code https://lvdmaaten.github.io/tsne/).",github
20190208,29181875,QA data were processed by a centralized automated QA pipeline (https://github.com/josephdviviano/qa-dti).,github
20181231,29184200,Image preprocessing and statistical modeling were carried out using the CONN toolbox (version 15e) as implemented in Matlab 2015 (http://www.nitrc.org/projects/conn).,nitrc
20181231,29184200,All software and code used for mouse MRI analysis and registration is freely available on GitHub (https://github.com/Mouse-Imaging-Centre/).,github
20181231,29184200,"For registration, see https://github.com/Mouse-Imaging-Centre/pydpiper/.",github
20181231,29184200,"For analysis, see https://github.com/Mouse-Imaging-Centre/RMINC/.",github
20181119,29186356,"MRI data from the Human Connectome Project (http://www.humanconnectome.org/) were collected on a 3 T Siemens Connectome Skyra, including a T1-weighted MPRAGE structural scan, resting-state functional MRI and DTI using multiband acquisitions.",humanconnectome.org
20181108,29196032,"For greater details about the Neuropointillist package and its use, please see http://github.com/IBIC/neuropointillist, the software repository for the code.",github
20181108,29196032,"Documentation on the use of the software, and a worked tutorial, is included in this repository and is hosted on http://ibic.github.io/neuropointillist.",github
20181230,29202135,"Hence, to generate reliable manual segmentations for isointense infant subjects, we first obtained automatic segmentation results using a publicly available software iBEAT (http://www.nitrc.org/projects/ibeat/).",nitrc
20181207,29203849,"In this context, we sought to quantify brain-behavior relationships with regards to WM using the unique dataset of the Human Connectome Project (HCP, www.humanconnectome.org).",humanconnectome.org
20181207,29203849,We used data from the HCP database (http://www.humanconnectome.org) derived from 823 healthy participants (462 women) with a mean age of 29 years (range 22–37 years).,humanconnectome.org
20181229,29203898,Source code can be accessed at http://www.github.com/tractatus/.,github
20181229,29203898,"The datasets generated during and/or analyzed during the current study if not already available on www.wholebrainsoftware.org, www.github.com/tractatus or www.openbrainmap.org are available from the corresponding authors on reasonable request.",github
20190118,29204516,All the analyses were performed in R version 3.3.2; the R code and data files can be accessed through www.neuroexpresso.org (RRID: SRC_015724) or directly from https://github.com/oganm/neuroexpressoAnalysis.,github
20190118,29204516,We downloaded ISH images using the ABA API (http://help.brain-map.org/display/mousebrain/API).,brain-map.org
20190118,29204516,They are also maintained in the GitHub repositories listed below.,github
20190118,29204516,Marker gene selection and MGP estimation was performed with custom R functions provided within “markerGeneProfile” R package available on GitHub (https://github.com/oganm/markerGeneProfile).,github
20190118,29204516,Human homologues of mouse genes were identified using “homologene” R package available on GitHub (https://github.com/oganm/homologene).,github
